,id_uni,name_uni,city,plz,county,address,traeger,nr_students,found_year,long,lat,ap_auf,ap_ing,ap_num,ap_mug,ap_gus,ap_ruw,ap_sloth,ap_suk,ap_kgm,ap_lsg,studies
190,a-195,"Jade Hochschule Wilhelmshaven/Oldenburg/Elsfleth, Studienort Wilhelmshaven",Wilhelmshaven,26389,Niedersachsen,Friedrich-Paffrath-Straße 101,staatlich,6700,2009,53.54806170000, 8.08836960000,"0,0%","50,0%","3,1%","0,0%","0,0%","40,6%","0,0%","6,3%","0,0%","0,0%","[', Bachelor of Arts', 'Elektrotechnik, Bachelor of Arts, Master of Arts', 'Elektrotechnik, Bachelor of Engineering, Master of Engineering', ', Bachelor of Engineering', ', Master of Science', ', Bachelor of Arts', ', Bachelor of Arts', ', Master of Arts', ', Bachelor of Engineering, Master of Engineering', ', Bachelor of Engineering', ', Bachelor of Engineering', ', Bachelor of Engineering', ', Bachelor of Arts', ', Bachelor of Engineering', ', Bachelor of Engineering', ', Bachelor of Engineering', ', Bachelor of Engineering', ', Master of Arts', ', Bachelor of Arts', ', Bachelor of Arts', ', Bachelor of Arts', ', Bachelor of Arts', ', Bachelor of Science', ', Bachelor of Engineering, Master of Engineering', ', Bachelor of Engineering']"
191,a-191,"Hochschule Emden/Leer, Studienort Emden",Emden,26723,Niedersachsen,Constantiaplatz 4,staatlich,4600,2009,53.36778400000, 7.18237280000,"0,0%","32,7%","29,1%","3,6%","7,3%","18,2%","0,0%","5,5%","3,6%","0,0%","[', Master of Engineering', 'Veranstaltungshinweise, Bachelor of Arts', 'Betriebswirtschaft, Bachelor of Science', ', Bachelor of Science', ', Master of Engineering', ', Master of Arts', ', Bachelor of Engineering', ', Bachelor of Engineering', ', Bachelor of Engineering', ', Bachelor of Engineering', ', Bachelor of Engineering, Master of Science', ', Bachelor of Engineering, Master of Engineering', ', Master of Engineering', ', Bachelor of Science', ', Bachelor of Science', ', Bachelor of Arts', ', Bachelor of Arts', ', Bachelor of Engineering', ', Bachelor of Arts', ', Master of Arts', ', Master of Engineering', ', Bachelor of Engineering', ', Bachelor', ', Bachelor of Science, Master of Science', ', Bachelor of Engineering', ', Bachelor of Engineering', ', Bachelor of Arts', ', Bachelor of Arts', ', Master of Arts', ', Bachelor of Engineering', ', Master of Engineering', ', Bachelor of Science', ', Master of Science', ', Bachelor of Arts']"
192,a-10330,"Hochschule Emden/Leer, Business Campus",Leer,26789,Niedersachsen,Kirchstraße 54,staatlich,4600,2009,53.22916350000, 7.44599090000,"0,0%","0,0%","0,0%","0,0%","20,0%","80,0%","0,0%","0,0%","0,0%","0,0%","['Betriebswirtschaft (dual), Bachelor of Arts', 'Betriebswirtschaft (dual), Bachelor of Arts', 'Betriebswirtschaft, Bachelor of Arts', 'Betriebswirtschaft (dual), Bachelor of Arts']"
193,a-193,"Hochschule Emden/Leer, Studienort Leer",Leer,26789,Niedersachsen,Bergmannstraße 36,staatlich,4600,2009,53.23263000000, 7.45698000000,"0,0%","75,0%","0,0%","0,0%","0,0%","25,0%","0,0%","0,0%","0,0%","0,0%","[', Master of Science', 'Veranstaltungshinweise, Bachelor of Science', 'Maritime Technology and Shipping Management, Bachelor of Science']"
194,a-192,"Jade Hochschule Wilhelmshaven/Oldenburg/Elsfleth, Studienort Elsfleth",Elsfleth,26931,Niedersachsen,Weserstraße 52,staatlich,6700,2009,53.24216020000, 8.46681910000,"0,0%","66,7%","0,0%","0,0%","0,0%","33,3%","0,0%","0,0%","0,0%","0,0%","['Seeverkehrs- und Hafenwirtschaft, Master of Science', 'Seeverkehrs- und Hafenwirtschaft, Bachelor of Science', 'International Maritime Management (online), Master of Science', 'Internationales Logistikmanagement, Bachelor of Science', 'Maritime Management, Bachelor of Science', 'Nautik und Seeverkehr, Bachelor of Science', 'Schiffs- und Hafenbetrieb (berufsbegleitend), Bachelor of Science']"
195,a-241,Hochschule Bremerhaven,Bremerhaven,27568,Bremen,An der Karlstadt 8,staatlich,3214,1975,53.54034200000, 8.58331310000,"0,0%","50,0%","14,3%","0,0%","0,0%","32,1%","0,0%","3,6%","0,0%","0,0%","[', Bachelor of Science', 'Anlagenbetriebstechnik, Bachelor of Arts', 'Betriebswirtschaftslehre, Bachelor of Arts', 'Betriebswirtschaftslehre (praxisintegriert dual), Master of Science', ', Bachelor of Science', ', Bachelor of Arts', ', Bachelor of Arts', ', Master', ', Master of Science', ', Bachelor of Engineering', ', Bachelor of Arts', ', Bachelor of Science', ', Bachelor of Engineering', ', Master of Science', ', Master of Engineering', ', Bachelor of Engineering', ', Bachelor of Engineering', ', Master of Science', ', Bachelor of Science', ', Bachelor of Science', ', Bachelor of Science', ', Master of Science', ', Bachelor of Engineering', ', Bachelor of Science', ', Bachelor of Engineering', ', Master of Science', ', Bachelor of Science']"
196,a-279,Hochschule für Öffentliche Verwaltung,Bremen,28195,Bremen,Doventorscontrescarpe 172 c,staatlich,170,NaN,53.08438000000, 8.79609000000,"0,0%","0,0%","0,0%","0,0%","0,0%","66,7%","33,3%","0,0%","0,0%","0,0%","[', Bachelor of Arts', 'Risiko- und Sicherheitsmanagement, Bachelor of Arts', 'Steuern und Recht (dual), Bachelor of Laws']"
197,a-240,Hochschule Bremen (HSB),Bremen,28199,Bremen,Neustadtswall 30,staatlich,8577,1982,53.07263520000, 8.79374980000,"0,0%","38,0%","17,7%","5,1%","6,3%","30,4%","0,0%","2,5%","0,0%","0,0%","[', Master of Engineering', 'Elektrotechnik, Master of Science', 'Energietechnik, Bachelor of Arts', 'Informatik - Frauenstudiengang (international) (auch dual), Bachelor of Science', ', Bachelor of Arts', ', Bachelor of Arts', ', Master of Arts', ', Master of Arts', ', Bachelor of Engineering', ', Bachelor of Engineering', ', Master of Science', ', Bachelor of Science', ', Bachelor of Arts', ', Bachelor of Arts', ', Bachelor of Arts', ', Bachelor of Science', ', Master of Science', ', Master of Business Administration', ', Master of Arts', ', Master of Arts', ', Master of Science', 'Aeronautical Management, Bachelor of Engineering', 'Aerospace Technologies, Bachelor of Engineering', 'Angewandte Freizeitwissenschaft (international), Bachelor of Arts', 'Angewandte Therapiewissenschaften Logopädie und Physiotherapie, Bachelor of Arts', 'Angewandte Wirtschaftssprachen und intern. Unternehmensführung, Master of Arts', 'Architektur, Master of Business Administration', 'Architektur / Environmental Design, Master of Business Administration', 'Architektur / Environmental Design (berufsbegleitend), Bachelor of Arts', 'Automatisierung/Mechatronik, Bachelor of Science', 'Automatisierung/Mechatronik (dual), Master of Science', 'Bauen und Umwelt (Infrastruktur), Bachelor of Science', 'Bauingenieurwesen, Bachelor of Science', 'Betriebswirtschaft, Bachelor of Science', 'Betriebswirtschaft (dual), Bachelor of Science', 'Betriebswirtschaft, Internationales Management, Master of Business Administration', 'Bionik (international), Master of Business Administration', 'Bionik: Mobile Systeme, Master of Arts', 'Business Administration (berufsbegleitend), Bachelor of Engineering', 'Business Management, Bachelor of Engineering', 'Business Management (berufsbegleitend), Bachelor of Arts', 'Electronics Engineering, Bachelor of Arts', 'Elektrotechnik, Bachelor of Engineering, Master of Engineering', 'Energietechnik, Bachelor of Engineering', 'Europäischer Studiengang Wirtschaft und Verwaltung, Bachelor of Engineering', 'European Finance and Accounting, Bachelor of Science', 'European Studies, Master of Arts', 'European/Asian Management, Bachelor of Science', 'Global Management, Bachelor of Science', 'Global Management (international), Bachelor of Arts', 'Hebammen (international), Master of Arts', 'Informatik, Bachelor of Arts', 'Informatik - Frauenstudiengang (international) (dual), Bachelor of Engineering, Master of Engineering', 'Informatik (dual), Bachelor of Engineering', 'Informatik (frauenspezifisch), Bachelor of Science', 'Informatik- Frauenstudiengang (international), Bachelor of Arts', 'International MBA, Bachelor of Arts', 'International Tourism Management, Bachelor of Arts', 'Kulturmanagement (berufsbegleitend), Bachelor of Science', 'Luft und Raumfahrttechnik, Bachelor of Science', 'Luftfahrtsystemtechnik und -management, Bachelor of Science, Master of Science', 'Management im Handel, Bachelor of Science', 'Management im Handel (dual), Bachelor of Arts', 'Maschinenbau, Bachelor of Science', 'Maschinenbau Wirtschaftsraum China (international), Bachelor of Arts', 'Mechanical Production and Engineering (dual), Bachelor of Engineering', 'Medieninformatik (international), Bachelor of Engineering', 'Nachhaltige Freizeit- und Tourismusentwicklung (international), Master of Engineering']"
198,a-264,Hochschule für Künste Bremen,Bremen,28217,Bremen,Am Speicher XI 8,staatlich,819,1873,53.09746220000, 8.76941800000,"0,0%","0,0%","0,0%","0,0%","18,2%","0,0%","0,0%","18,2%","63,6%","0,0%","['Digitale Medien, Bachelor of Arts, Master of Arts', 'Freie Kunst, Diplom', 'Integriertes Design, Bachelor of Arts, Master of Arts', 'Kirchenmusik, Bachelor of Music, Master of Music', 'Künstlerisch - Pädagogische Ausbildung, Bachelor of Music, Master of Music', 'Künstlerische Ausbildung, Bachelor of Music, Master of Music']"
199,a-12,APOLLON Hochschule der Gesundheitswirtschaft (University of Applied Sciences),Bremen,28359,Bremen,Universitätsallee 18,privat,3500,2005,53.10331650000, 8.85975080000,"0,0%","0,0%","7,1%","57,1%","28,6%","7,1%","0,0%","0,0%","0,0%","0,0%","[', Master of Arts', 'Fernstudium Angewandte Psychologie (berufsbegleitend), Bachelor of Science', 'Fernstudium Gesundheitsökonomie (berufsbegleitend), Bachelor of Science', 'Fernstudium Gesundheitsökonomie (berufsbegleitend), Bachelor of Arts, Master of Arts', ', Bachelor of Arts', ', Master of Business Administration', ', Master', ', Bachelor of Arts', ', Bachelor of Arts', ', Bachelor of Arts', ', Master of Science', ', Bachelor of Arts', ', Bachelor of Arts']"
200,a-9946,FOM Hochschule für Oekonomie & Management gemeinnützige GmbH,Bremen,28359,Bremen,Linzer Straße 7,privat,NaN,1991,53.10822250000, 8.86379490000,"0,0%","8,6%","0,0%","11,4%","25,7%","54,3%","0,0%","0,0%","0,0%","0,0%","[', Bachelor of Science', 'Betriebswirtschaft & Wirtschaftspsychologie (berufsbegleitend), Bachelor of Arts', 'Business Administration (berufsbegleitend), Master of Science', 'Business Administration (dual), Master of Science', ', Bachelor of Arts', ', Bachelor of Arts', ', Master of Science', ', Bachelor of Arts', ', Bachelor of Arts', ', Bachelor of Arts', ', Bachelor of Arts, Master of Arts', ', Bachelor of Laws', ', Master of Laws', ', Bachelor of Science', ', Bachelor of Science, Master of Science', ', Master of Science', ', Master of Science']"
201,a-426,Universität Bremen,Bremen,28359,Bremen,Bibliothekstraße 1,staatlich,20000,1971,53.10719220000, 8.85347610000,"0,0%","11,7%","22,2%","4,3%","13,6%","4,9%","0,0%","23,5%","4,9%","14,8%","['Marine Microbiology, Master of Arts', 'Angewandte Philosophie, Master of Science', 'Applied Geosciences, Bachelor of Science', 'Berufliche Bildung - Mechatronik, Bachelor of Arts', 'Berufliche Bildung - Pflegewissenschaft, Master of Arts', 'Berufspädagogik Pflegewissenschaft, Bachelor of Science, Master of Science', 'Betriebswirtschaftslehre, Master of Science', 'Biochemistry and Molecular Biology, Bachelor of Science', 'Biologie, Master of Education', 'Biologie (Lehramt), Bachelor of Science, Master of Science', 'Chemie, Master of Education', 'Chemie (Lehramt), Master of Science', 'Communication and Information Technology, Master of Science', 'Community Health Care and Nursing: Versorgungsforschung und Versorgungsplanung, Bachelor of Laws', 'Comparative and European Law, Master of Science', 'Control, Microsystems, Microelectronics, Master of Arts', 'Digital Media and Society, Bachelor of Science, Master of Science', 'Digitale Medien, Master of Science', 'Ecology, Bachelor of Science, Master of Science', 'Elektro- und Informationstechnik, Bachelor of Arts', 'Elementarmathematik, Master of Education', 'Elementarmathematik (Lehramt), Bachelor of Arts', 'English-Speaking Cultures / Englisch, Master of Education', 'English-Speaking Cultures / Englisch (Lehramt), Master of Arts', 'English-Speaking Cultures: Language, Text, Media, Master of Science', 'Environmental Physics, Master of Science', 'Epidemiologie, Bachelor of Arts, Master of Arts', 'Erziehungs- und Bildungswissenschaften, Bachelor of Arts', 'Frankoromanistik / Französisch, Master of Education', 'Frankoromanistik / Französisch (Lehramt), Bachelor of Arts, Bachelor of Science', 'Geographie, Master of Education', 'Geographie (Lehramt), Bachelor of Science, Master of Science', 'Geowissenschaften, Master of Arts', 'Germanistik, Bachelor of Arts', 'Germanistik / Deutsch, Bachelor of Arts, Master of Education', 'Germanistik / Deutsch (Lehramt), Bachelor of Arts, Master of Arts', 'Geschichte, Master of Education', 'Geschichte (Lehramt), Bachelor of Arts', 'Hispanistik / Spanisch, Master of Education', 'Hispanistik / Spanisch (Lehramt), Bachelor of Science, Master of Science', 'Informatik, Bachelor of Arts', 'Inklusive Pädagogik, Master of Education', 'Inklusive Pädagogik (Lehramt), Bachelor of Arts', 'Integrierte Europastudien, Master of Arts', 'International Relations: Global Governance and Social Theory, Bachelor of Science', 'Klinische Psychologie und Psychotherapie, Bachelor of Arts', 'Kommunikations- und Medienwissenschaft, Master of Arts', 'Komplexes Entscheiden, Bachelor of Arts', 'Kulturwissenschaft, Bachelor of Arts', 'Kunst-Medien-Ästetische Bildung, Master of Education', 'Kunst-Medien-Ästhetische Bildung (Lehramt), Master of Arts', 'Kunstwissenschaft und Filmwissenschaft, Master of Arts', 'Language Sciences, Master of Education', 'Lehramt an berufsbildenden Schulen - Pflege, Master of Education', 'Lehramt an berufsbildenden Schulen - Technik, Bachelor of Arts', 'Linguistik / Language Sciences, Master of Science', 'Marine Biology, Bachelor of Science, Master of Science', 'Marine Geosciences, Master of Science', 'Marine Microbiology (IMPRS MarMic), Master of Science', 'Materials Chemistry and Mineralogy, Bachelor', 'Materielle Kultur: Textil, Bachelor of Science, Master of Science', 'Mathematik, Master of Education', 'Mathematik (Lehramt), Master of Science', 'Medical Biometry / Biostatistics, Master of Arts', 'Medienkultur und Globalisierung, Bachelor of Arts', 'Musikpädagogik, Master of Education', 'Musikpädagogik (Lehramt), Bachelor of Arts, Master of Arts', 'Musikwissenschaft, Master of Science', 'Neurosciences, Bachelor of Arts', 'Niederlandistik, Bachelor of Arts', 'Philosophie, Master of Science', 'Physical Geography: Environmental History, Bachelor of Science, Master of Science', 'Physik, Master of Education', 'Physik (Lehramt), Bachelor of Arts', 'Politik-Arbeit-Wirtschaft, Bachelor of Arts, Master of Arts', 'Politikwissenschaft, Master of Education', 'Politikwissenschaft (Lehramt), Bachelor of Science, Master of Science', 'Produktionstechnik-Maschinenbau & Verfahrenstechnik, Master of Science', 'Prozessorientierte Materialforschung, Bachelor of Science', 'Psychologie, Master of Science', 'Psychologie - Klinische Psychologie und Psychotherapie, Master of Arts', 'Public health - Gesundheitsförderung und Prävention, Master of Arts', 'Public health - Gesundheitsversorgung, Ökonomie und Management, Bachelor of Arts', 'Public Health / Gesundheitswissenschaften, Bachelor', 'Rechtswissenschaften, Master of Education', 'Religionswissenschaft (Lehramt), Bachelor of Arts', 'Religionswissenschaft / Religionspädagogik, Master of Arts', 'Religionswissenschaft: Transformationen von Religion in Medien und Gesellschaft, Master of Arts', 'Romanistik International, Master of Education', 'Sachunterricht / Interdisziplinäre Sachbildung (Lehramt), Bachelor of Arts', 'Slavistik/Unterrichtsfach Russisch, Master of Education', 'Slavistik/Unterrichtsfach Russisch (Lehramt), Master of Arts', 'Sozialpolitik, Bachelor of Arts', 'Soziologie, Master of Arts', 'Soziologie und Sozialforschung, Master of Science', 'Space Engineering, Master of Science', 'Space Sciences and Technologies - Sensing, Processing, Communication, Master of Arts', 'Stadt- und Regionalentwicklung, Bachelor of Science, Master of Science', 'Systems Engineering, Bachelor of Science, Master of Science', 'Technomathematik, Master of Arts', 'Transkulturelle Studien, Master of Laws', 'Transnational Law, Master of Arts', 'Transnationale Literaturwissenschaft, Bachelor of Science', 'Wirtschaftsinformatik, Bachelor of Science, Master of Science', 'Wirtschaftsingenieurwesen Elektrotechnik und Informationstechnik, Bachelor of Science, Master of Science', 'Wirtschaftsingenieurwesen Produktionstechnik, Master of Science', 'Wirtschaftspsychologie, Bachelor of Science']"
202,a-309,Jacobs University Bremen,Bremen,28759,Bremen,Campus Ring 1,privat,1500,2001,53.16833020000, 8.65064770000,"0,0%","11,1%","44,4%","0,0%","18,5%","14,8%","0,0%","11,1%","0,0%","0,0%","['Biochemistry and Cell Biology, Bachelor of Science', 'Chemistry, Bachelor of Science', 'Chemistry and Biotechnology, Bachelor of Science', 'Computer Science, Bachelor of Science', 'Data Engineering, Master of Science', 'Data Science for Society and Business, Master of Science', 'Earth and Environmental Sciences, Bachelor of Science', 'Electrical and Computer Engineering, Bachelor of Science', 'Global Economics and Management, Bachelor of Arts', 'Industrial Engineering & Management, Bachelor of Science', 'Integrated Social and Cognitive Psychology, Bachelor of Science', 'Integrated Social Sciences, Bachelor of Arts', 'Intelligent Mobile Systems, Bachelor of Science', 'International Business Administration, Bachelor of Arts', 'International Relations: Global Governance and Social Theory, Master of Arts', 'International Relations: Politics and History, Bachelor of Arts', 'Mathematics, Bachelor of Science', 'Medicinal Chemistry and Chemical Biology, Bachelor of Science', 'Physics, Bachelor of Science', 'Psychologie, Master of Science', 'Psychology, Bachelor of Arts', 'Robotics and Intelligent Systems (RIS), Bachelor of Science', 'Society, Media and Politics, Bachelor of Arts', 'Supply Chain Engineering & Management, Master of Science']"
